product_id,product_name,category,brand,price
P0270,IKEA Product 270,Furniture,IKEA,81148
P0271,Oxford Product 271,Books,Oxford,49536
P0272,Harper Product 272,Books,Harper,66332
P0273,Durian Product 273,Furniture,Durian,41788
P0274,Puma Product 274,Clothing,Puma,42788
P0275,Philips Product 275,Home,Philips,99009
P0276,Durian Product 276,Furniture,Durian,45973
P0277,Penguin Product 277,Books,Penguin,83664
P0278,Penguin Product 278,Books,Penguin,29455
P0279,Godrej Product 279,Furniture,Godrej,41913
P0280,Philips Product 280,Home,Philips,71358
P0281,Puma Product 281,Clothing,Puma,99155
P0282,Zara Product 282,Clothing,Zara,84554
P0283,Penguin Product 283,Books,Penguin,63251
P0284,Milton Product 284,Home,Milton,90609
P0285,Oxford Product 285,Books,Oxford,51755
P0286,Bajaj Product 286,Home,Bajaj,77364
P0287,IKEA Product 287,Furniture,IKEA,14507
P0288,Puma Product 288,Clothing,Puma,67478
P0289,Godrej Product 289,Furniture,Godrej,25041
P0290,LG Product 290,Electronics,LG,34077
P0291,Levis Product 291,Clothing,Levis,95568
P0292,Puma Product 292,Clothing,Puma,71676
P0293,Levis Product 293,Clothing,Levis,64942
P0294,Prestige Product 294,Home,Prestige,13743
P0295,Durian Product 295,Furniture,Durian,55972
P0296,HP Product 296,Electronics,HP,30853
P0297,Milton Product 297,Home,Milton,18788
P0298,Godrej Product 298,Furniture,Godrej,37921
P0299,Apple Product 299,Electronics,Apple,4816
P0300,Harper Product 300,Books,Harper,56226
P0301,Milton Product 301,Home,Milton,31257
P0302,Durian Product 302,Furniture,Durian,55105
P0303,LG Product 303,Electronics,LG,40296
P0304,IKEA Product 304,Furniture,IKEA,44985
P0305,Prestige Product 305,Home,Prestige,93252
P0306,Penguin Product 306,Books,Penguin,16713
P0307,Prestige Product 307,Home,Prestige,25294
P0308,Zara Product 308,Clothing,Zara,85397
P0309,Zara Product 309,Clothing,Zara,83294
P0310,Philips Product 310,Home,Philips,83322
P0311,Harper Product 311,Books,Harper,26506
P0312,Harper Product 312,Books,Harper,76799
P0313,Adidas Product 313,Clothing,Adidas,74555
P0314,Apple Product 314,Electronics,Apple,417
P0315,IKEA Product 315,Furniture,IKEA,20960
P0316,Durian Product 316,Furniture,Durian,72864
P0317,Penguin Product 317,Books,Penguin,7236
P0318,Adidas Product 318,Clothing,Adidas,45136
P0319,Prestige Product 319,Home,Prestige,6997
P0320,Milton Product 320,Home,Milton,89536
P0321,Milton Product 321,Home,Milton,89104
P0322,Adidas Product 322,Clothing,Adidas,97770
P0323,Prestige Product 323,Home,Prestige,96097
P0324,Godrej Product 324,Furniture,Godrej,56521
P0325,Penguin Product 325,Books,Penguin,65607
P0326,Nike Product 326,Clothing,Nike,34905
P0327,IKEA Product 327,Furniture,IKEA,39819
P0328,Durian Product 328,Furniture,Durian,46537
P0329,Oxford Product 329,Books,Oxford,64260
P0330,Durian Product 330,Furniture,Durian,62991
P0331,Penguin Product 331,Books,Penguin,25514
P0332,Durian Product 332,Furniture,Durian,48562
P0333,LG Product 333,Electronics,LG,25926
P0334,Apple Product 334,Electronics,Apple,77928
P0335,Godrej Product 335,Furniture,Godrej,39607
P0336,Milton Product 336,Home,Milton,52685
P0337,Prestige Product 337,Home,Prestige,18381
P0338,Durian Product 338,Furniture,Durian,91980
P0339,Philips Product 339,Home,Philips,24415
P0340,Apple Product 340,Electronics,Apple,39726
P0341,Durian Product 341,Furniture,Durian,52767
P0342,Apple Product 342,Electronics,Apple,95577
P0343,Sony Product 343,Electronics,Sony,94989
P0344,Apple Product 344,Electronics,Apple,8885
P0345,Oxford Product 345,Books,Oxford,77166
P0346,Milton Product 346,Home,Milton,33952
P0347,Levis Product 347,Clothing,Levis,30774
P0348,Penguin Product 348,Books,Penguin,58829
P0349,Levis Product 349,Clothing,Levis,18423
P0350,Nike Product 350,Clothing,Nike,13123
P0351,Zara Product 351,Clothing,Zara,77525
P0352,Godrej Product 352,Furniture,Godrej,39280
P0353,IKEA Product 353,Furniture,IKEA,78973
P0354,Milton Product 354,Home,Milton,95677
P0355,Bajaj Product 355,Home,Bajaj,38247
P0356,Oxford Product 356,Books,Oxford,94003
P0357,Milton Product 357,Home,Milton,10170
P0358,Oxford Product 358,Books,Oxford,92468
P0359,HP Product 359,Electronics,HP,19385
P0360,IKEA Product 360,Furniture,IKEA,20658
P0361,Adidas Product 361,Clothing,Adidas,78106
P0362,Sony Product 362,Electronics,Sony,53127
P0363,Harper Product 363,Books,Harper,1084
P0364,IKEA Product 364,Furniture,IKEA,52148
P0365,IKEA Product 365,Furniture,IKEA,68588
P0366,Milton Product 366,Home,Milton,62993
P0367,Godrej Product 367,Furniture,Godrej,1332
P0368,Bajaj Product 368,Home,Bajaj,69251
P0369,Oxford Product 369,Books,Oxford,71630
P0370,Zara Product 370,Clothing,Zara,24264
P0371,Godrej Product 371,Furniture,Godrej,35995
P0372,Milton Product 372,Home,Milton,83097
P0373,Zara Product 373,Clothing,Zara,43822
P0374,Godrej Product 374,Furniture,Godrej,48499
P0375,Oxford Product 375,Books,Oxford,22638
P0376,Sony Product 376,Electronics,Sony,31264
P0377,Philips Product 377,Home,Philips,25558
P0378,Milton Product 378,Home,Milton,85447
P0379,Durian Product 379,Furniture,Durian,37661
P0380,Bajaj Product 380,Home,Bajaj,56344
P0381,LG Product 381,Electronics,LG,28972
P0382,Puma Product 382,Clothing,Puma,9814
P0383,Levis Product 383,Clothing,Levis,22879
P0384,HP Product 384,Electronics,HP,68702
P0385,Prestige Product 385,Home,Prestige,56871
P0386,Oxford Product 386,Books,Oxford,46567
P0387,LG Product 387,Electronics,LG,75788
P0388,Harper Product 388,Books,Harper,91166
P0389,Adidas Product 389,Clothing,Adidas,91453
P0390,Godrej Product 390,Furniture,Godrej,94954
P0391,Oxford Product 391,Books,Oxford,91219
P0392,Bajaj Product 392,Home,Bajaj,6072
P0393,Samsung Product 393,Electronics,Samsung,28373
P0394,Nike Product 394,Clothing,Nike,44351
P0395,LG Product 395,Electronics,LG,41560
P0396,Sony Product 396,Electronics,Sony,97937
P0397,Durian Product 397,Furniture,Durian,51428
P0398,Harper Product 398,Books,Harper,56588
P0399,Penguin Product 399,Books,Penguin,40877
P0400,Levis Product 400,Clothing,Levis,53824
P0401,Harper Product 401,Books,Harper,25405
P0402,Philips Product 402,Home,Philips,29451
P0403,Harper Product 403,Books,Harper,48830
P0404,Oxford Product 404,Books,Oxford,72504
P0405,Prestige Product 405,Home,Prestige,59698
P0406,HP Product 406,Electronics,HP,8971
P0407,Oxford Product 407,Books,Oxford,39473
P0408,Durian Product 408,Furniture,Durian,2552
P0409,Nike Product 409,Clothing,Nike,86737
P0410,Sony Product 410,Electronics,Sony,95667
P0411,Penguin Product 411,Books,Penguin,40600
P0412,Bajaj Product 412,Home,Bajaj,73832
P0413,Apple Product 413,Electronics,Apple,4949
P0414,Harper Product 414,Books,Harper,888
P0415,Levis Product 415,Clothing,Levis,3495
P0416,Godrej Product 416,Furniture,Godrej,86889
P0417,Oxford Product 417,Books,Oxford,79052
P0418,Penguin Product 418,Books,Penguin,52581
P0419,Durian Product 419,Furniture,Durian,20321
P0420,Penguin Product 420,Books,Penguin,73588
P0421,Penguin Product 421,Books,Penguin,11014
P0422,Penguin Product 422,Books,Penguin,34380
P0423,Harper Product 423,Books,Harper,1020
P0424,Sony Product 424,Electronics,Sony,11498
P0425,Apple Product 425,Electronics,Apple,16884
P0426,Apple Product 426,Electronics,Apple,64769
P0427,Levis Product 427,Clothing,Levis,32524
P0428,Durian Product 428,Furniture,Durian,20098
P0429,Nike Product 429,Clothing,Nike,15166
P0430,Durian Product 430,Furniture,Durian,63525
P0431,Oxford Product 431,Books,Oxford,26478
P0432,Durian Product 432,Furniture,Durian,59531
P0433,Durian Product 433,Furniture,Durian,99143
P0434,Philips Product 434,Home,Philips,38049
P0435,Oxford Product 435,Books,Oxford,42979
P0436,Puma Product 436,Clothing,Puma,74689
P0437,Samsung Product 437,Electronics,Samsung,47551
P0438,Godrej Product 438,Furniture,Godrej,1456
P0439,Milton Product 439,Home,Milton,47425
P0440,Harper Product 440,Books,Harper,369
P0441,Philips Product 441,Home,Philips,530
P0442,Sony Product 442,Electronics,Sony,23919
P0443,Apple Product 443,Electronics,Apple,23912
P0444,Milton Product 444,Home,Milton,25442
P0445,Philips Product 445,Home,Philips,3116
P0446,LG Product 446,Electronics,LG,87814
P0447,Oxford Product 447,Books,Oxford,69061
P0448,Oxford Product 448,Books,Oxford,59084
P0449,HP Product 449,Electronics,HP,77895
P0450,Prestige Product 450,Home,Prestige,40161
P0451,Oxford Product 451,Books,Oxford,27451
P0452,Nike Product 452,Clothing,Nike,37991
P0453,Zara Product 453,Clothing,Zara,23567
P0454,Milton Product 454,Home,Milton,25524
P0455,Godrej Product 455,Furniture,Godrej,56981
P0456,Apple Product 456,Electronics,Apple,27599
P0457,Adidas Product 457,Clothing,Adidas,49960
P0458,Zara Product 458,Clothing,Zara,668
P0459,Milton Product 459,Home,Milton,96369
P0460,Godrej Product 460,Furniture,Godrej,73574
P0461,Nike Product 461,Clothing,Nike,12541
P0462,Durian Product 462,Furniture,Durian,56104
P0463,Godrej Product 463,Furniture,Godrej,39682
P0464,Harper Product 464,Books,Harper,21884
P0465,Apple Product 465,Electronics,Apple,92182
P0466,Sony Product 466,Electronics,Sony,7250
P0467,Harper Product 467,Books,Harper,58616
P0468,Penguin Product 468,Books,Penguin,83336
P0469,Sony Product 469,Electronics,Sony,75524
P0470,Levis Product 470,Clothing,Levis,26574
P0471,Puma Product 471,Clothing,Puma,97279
P0472,Bajaj Product 472,Home,Bajaj,93106
P0473,Apple Product 473,Electronics,Apple,42708
P0474,Puma Product 474,Clothing,Puma,97678
P0475,Milton Product 475,Home,Milton,8520
P0476,Levis Product 476,Clothing,Levis,12486
P0477,Puma Product 477,Clothing,Puma,10867
P0478,Adidas Product 478,Clothing,Adidas,65886
P0479,Durian Product 479,Furniture,Durian,4029
P0480,Harper Product 480,Books,Harper,7042
P0481,Zara Product 481,Clothing,Zara,31045
P0482,Puma Product 482,Clothing,Puma,7141
P0483,Oxford Product 483,Books,Oxford,3395
P0484,Adidas Product 484,Clothing,Adidas,42907
P0485,Milton Product 485,Home,Milton,92699
P0486,Harper Product 486,Books,Harper,28050
P0487,Adidas Product 487,Clothing,Adidas,16396
P0488,Apple Product 488,Electronics,Apple,5871
P0489,Harper Product 489,Books,Harper,22974
P0490,Godrej Product 490,Furniture,Godrej,64006
P0491,Prestige Product 491,Home,Prestige,22328
P0492,Penguin Product 492,Books,Penguin,79975
P0493,Milton Product 493,Home,Milton,15930
P0494,Nike Product 494,Clothing,Nike,30124
P0495,Durian Product 495,Furniture,Durian,77464
P0496,HP Product 496,Electronics,HP,20376
P0497,Apple Product 497,Electronics,Apple,42807
P0498,Milton Product 498,Home,Milton,20721
P0499,Durian Product 499,Furniture,Durian,46498
P0500,Nike Product 500,Clothing,Nike,40909
